0.36230875992544814	0.14560157608559232	0.8696119792860578	3.117165143024725e-7	8.123639342604281e-6	0.004316716922246994	7.531588023312301e-7	4.67359161581422e-8	2.7133488900723683e-13	1.7829778464011558e-19	1.9562272541466586e-16
0.15906507996081345	0.7600982226431527	0.03722885031896111	0.24198299605169235	0.0038471736772948293	8.983986224017285e-5	1.5209287433630001e-5	4.1635840468667206e-8	2.976650918724389e-14	3.3583736947856075e-17	1.842790732445842e-15
0.4234341011023168	0.008617803983825592	0.41052260763280535	0.00851460600164072	2.6562391639218894e-7	8.429594349696301e-8	7.937772935156246e-7	4.0862373331723225e-13	2.37189643803474e-10	4.70329342297422e-14	1.4398437134381528e-16
0.03719689603689078	0.003904441193021442	0.051514161403289384	0.0002648135426693585	2.2153198265237852e-5	1.8684551078844156e-6	0.0006105050418373048	2.7531644726631655e-5	2.8614577287154526e-15	4.7767981990297425e-8	7.292944085873132e-17
0.8216875619390724	0.1185056830337875	0.013978667534425308	4.966860935354227e-5	0.0015663004261958064	9.998547216229123e-8	6.370731982609037e-7	8.483730591359796e-6	1.03374390447453e-14	2.2895625615133795e-17	1.3889684408369556e-20
0.9253457901511589	0.1860227571950025	0.061890440836233525	0.10264744343354912	0.0029431472829674473	4.214760274982089e-5	4.4164871332038585e-7	2.7202634548135158e-12	1.1998714379861637e-11	1.386685136671503e-16	6.107248687941359e-16
0.359071296858895	0.03945797832365376	0.8614357036166277	0.0009692974691579016	4.690870771136373e-5	1.1609480594963316e-6	3.53071168064076e-5	7.040401317188238e-12	5.860987415567226e-15	1.4969083914317862e-11	4.826540815952443e-19
0.6714396673556047	0.6420213977041659	0.0032344984065619193	0.0017535064788140153	4.399156538868354e-8	0.0006200104732184766	1.8470477863476376e-11	8.001745212697329e-11	2.6487021861385734e-19	1.3188215480506142e-14	7.974222197454731e-14
0.538240127807539	0.8031581318679697	0.0864482459504889	0.002214578567695983	0.16401196256376863	0.0010837243077275343	1.6253809699978545e-9	2.5019958967305154e-12	7.968243900346028e-9	6.901114598874646e-19	1.4034452027232494e-16
0.3460906602572521	0.610643794275821	0.001669891584379194	0.0050575371256545345	5.4048253809514565e-6	6.527374712607198e-9	2.905925133484385e-12	8.310306543127181e-7	6.143598699003929e-11	2.145497519799683e-15	6.476618008836625e-20
